time,src,dst,proto,sport,dport,len
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,57821,443,1494
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,57821,443,896
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,57821,443,1062
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,65320,443,1494
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,65320,443,896
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,65320,443,1063
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,57821,54
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,57821,56
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,57821,56
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,65320,54
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,65320,56
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,57821,1514
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,57821,1514
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,57821,443,54
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,57821,139
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,65320,1514
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,65320,1514
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,65320,96
2026-04-24 21:22:48,13.107.137.11,192.168.0.42,TCP,443,57821,1514
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,57821,443,66
2026-04-24 21:22:48,192.168.0.42,13.107.137.11,TCP,65320,443,54
2026-04-24 21:22:48,192.168.0.42,52.105.167.25,TCP,57822,443,1514
2026-04-24 21:22:48,192.168.0.42,52.105.167.25,TCP,57822,443,906
2026-04-24 21:22:48,52.105.167.25,192.168.0.42,TCP,443,57822,54
2026-04-24 21:22:48,52.105.167.25,192.168.0.42,TCP,443,57822,1514
2026-04-24 21:22:48,52.105.167.25,192.168.0.42,TCP,443,57822,1514
2026-04-24 21:22:48,192.168.0.42,52.105.167.25,TCP,57822,443,54
2026-04-24 21:22:48,52.105.167.25,192.168.0.42,TCP,443,57822,1514
