time,src,dst,proto,sport,dport,len
2026-04-27 15:06:39,10.8.63.54,194.81.203.50,UDP,56497,53,108
2026-04-27 15:06:39,194.81.203.50,10.8.63.54,UDP,53,56497,193
2026-04-27 15:06:39,10.8.63.54,52.105.167.25,TCP,58805,443,66
2026-04-27 15:06:39,10.8.63.54,194.81.203.50,UDP,60639,53,94
2026-04-27 15:06:39,52.105.167.25,10.8.63.54,TCP,443,58805,66
2026-04-27 15:06:39,194.81.203.50,10.8.63.54,UDP,53,60639,126
2026-04-27 15:06:39,10.8.63.54,52.105.167.25,TCP,58805,443,54
2026-04-27 15:06:39,10.8.63.54,52.105.167.25,TCP,58805,443,629
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1338
2026-04-27 15:06:40,10.8.63.54,52.105.167.25,TCP,58805,443,54
2026-04-27 15:06:40,10.8.63.54,52.105.167.25,TCP,58805,443,134
2026-04-27 15:06:40,10.8.63.54,52.105.167.25,TCP,58805,443,1440
2026-04-27 15:06:40,10.8.63.54,52.105.167.25,TCP,58805,443,984
2026-04-27 15:06:40,10.8.63.54,162.125.64.18,TCP,56148,443,54
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,157
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,60
2026-04-27 15:06:40,10.8.63.54,52.105.167.25,TCP,58805,443,54
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,1440
2026-04-27 15:06:40,52.105.167.25,10.8.63.54,TCP,443,58805,426
2026-04-27 15:06:40,10.8.63.54,52.105.167.25,TCP,58805,443,54
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,952
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,13.107.137.11,10.8.63.54,TCP,443,58803,60
2026-04-27 15:06:41,13.107.137.11,10.8.63.54,TCP,443,58803,60
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,1440
2026-04-27 15:06:41,10.8.63.54,13.107.137.11,TCP,58803,443,58
2026-04-27 15:06:41,13.107.137.11,10.8.63.54,TCP,443,58803,60
2026-04-27 15:06:41,13.107.137.11,10.8.63.54,TCP,443,58803,60
2026-04-27 15:06:41,13.107.137.11,10.8.63.54,TCP,443,58803,60
