time,src,dst,proto,sport,dport,len
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,1514
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,54
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,998
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,56
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,1514
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,998
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,54
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57054,443,54
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,1514
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,66
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,1514
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57054,443,66
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,134
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,907
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57054,443,134
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57054,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57054,443,900
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57054,443,1062
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,56
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,56
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,513
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,56
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,56
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57055,56
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,56
2026-05-01 16:58:12,13.107.137.11,192.168.0.42,TCP,443,57054,513
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
2026-05-01 16:58:12,192.168.0.42,13.107.137.11,TCP,57055,443,1494
