time,src,dst,proto,sport,dport,len
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,66
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,66
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,66
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,66
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,54
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,54
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,531
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,982
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,66
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,1368
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,66
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,66
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,66
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,66
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,66
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,54
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,54
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,134
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,950
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,1368
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,66
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,66
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,54
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,54
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56217,443,1063
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,134
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,950
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56216,443,1062
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,531
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,513
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56217,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,513
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56216,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,1368
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,54
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,134
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,957
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,513
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,60
2026-04-27 16:32:50,13.107.137.11,10.8.63.54,TCP,443,56218,60
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
2026-04-27 16:32:50,10.8.63.54,13.107.137.11,TCP,56218,443,1440
