time,src,dst,proto,sport,dport,len
2026-04-30 19:27:05,10.8.40.86,194.81.203.50,UDP,52585,53,105
2026-04-30 19:27:05,10.8.40.86,160.79.104.10,TCP,57052,443,55
2026-04-30 19:27:05,10.8.40.86,194.81.203.234,UDP,52585,53,105
2026-04-30 19:27:05,194.81.203.50,10.8.40.86,UDP,53,52585,350
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55428,443,66
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55429,443,66
2026-04-30 19:27:05,194.81.203.234,10.8.40.86,UDP,53,52585,350
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,66
2026-04-30 19:27:05,160.79.104.10,10.8.40.86,TCP,443,57052,66
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,66
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55428,443,54
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,66
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55429,443,54
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,66
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,54
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55428,443,531
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55429,443,531
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,531
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,1368
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,1368
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55428,443,54
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55429,443,54
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,54
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,1368
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,54
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55429,443,134
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55428,443,134
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55428,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55428,443,954
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55429,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55429,443,954
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,134
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55428,443,1062
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55429,443,1063
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,961
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,513
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,513
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55429,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55428,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,513
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,60
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,10.8.40.86,13.107.137.11,TCP,55430,443,1440
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,60
2026-04-30 19:27:05,13.107.137.11,10.8.40.86,TCP,443,55430,60
